Provinsi,Kabupaten/Kota,Nama Bank,Kode Bank
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Bank Jogja (Perseroda),600727
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Lestari Darmo Mulyo,600729
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Artha Berkah Cemerlang,602462
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Walet Jaya Abadi,602471
Provinsi D.I. Yogyakarta,Kota Yogyakarta,PT Bank Perekonomian Rakyat Mataram Mitra Manunggal,602556
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Klepu Mitra Kencana,600151
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Inti Ambarawa Sejahtera,600577
Provinsi Jawa Tengah,Kab. Semarang,PT. BPR Ambarawa Persada,600579
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Dana Mitra Sentosa,600635
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Mitra Mulia Persada,600778
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Argo Dana Artha,600779
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Mekar Nugraha,601385
Provinsi Jawa Tengah,Kab. Semarang,PT. BPR Hartasarana,601421
Provinsi Jawa Tengah,Kab. Semarang,PT. BPR Restu Klepu Makmur,601459
Provinsi Jawa Tengah,Kab. Semarang,PT BPR BKK Ungaran (Perseroda),601534
Provinsi Jawa Tengah,Kab. Semarang,PT Bank Perekonomian Rakyat Persada Ganda,601542
Provinsi Jawa Tengah,Kab. Semarang,PT BPR Satria Pertiwi Semarang,602032
Provinsi Jawa Tengah,Kab. Semarang,PT BPR Pratama Dana Abadi,602704
Provinsi Jawa Tengah,Kab. Kendal,PT BPR Citra Artha Nusa,600023
Provinsi Jawa Tengah,Kab. Kendal,PT Bank Perekonomian Rakyat Citra Darian,600531
Provinsi Jawa Tengah,Kab. Kendal,PT BPR Kendali Artha (Perseroda),600545
Provinsi Jawa Tengah,Kab. Kendal,PT. BPR Pasar Boja,600565
Provinsi Jawa Tengah,Kab. Kendal,PT. BPR Nusamba Cepiring,600569
Provinsi Jawa Tengah,Kab. Kendal,PT Bank Perekonomian Rakyat Weleri Jayapersada,600575
Provinsi Jawa Tengah,Kab. Kendal,PT. BPR Dhanatani Cepiring,600603
Provinsi Jawa Tengah,Kab. Kendal,PT Bank Perekonomian Rakyat Artha Kaliwungu,600627
Provinsi Jawa Tengah,Kab. Kendal,PT BPR Arthama Cerah Weleri,600629
Provinsi Jawa Tengah,Kab. Kendal,PT Bank Perekonomian Rakyat Anugerah Harta Kaliwungu,600789
Provinsi Jawa Tengah,Kab. Kendal,PT BPR BKK Kendal (Perseroda),601533
Provinsi Jawa Tengah,Kab. Kendal,PT Bank Perekonomian Rakyat Enggal Makmur Adi Santoso,601543
Provinsi Jawa Tengah,Kab. Demak,PT. BPR Wahana Artha Maju,600025
Provinsi Jawa Tengah,Kab. Demak,PT. BPR Restu Mranggen Makmur,600581
Provinsi Jawa Tengah,Kab. Demak,PT Bank Perekonomian Rakyat Arthanugraha Makmursejahtera,600587
Provinsi Jawa Tengah,Kab. Demak,PT Bank Perekonomian Rakyat Artha Mranggenjaya,600600
Provinsi Jawa Tengah,Kab. Demak,PT Bank Perekonomian Rakyat Artamas,600636
Provinsi Jawa Tengah,Kab. Demak,PT Bank Perekonomian Rakyat Mranggen Mitra Persada,601367
Provinsi Jawa Tengah,Kab. Demak,PT Bank Perekonomian Rakyat BKK Demak Perseroda,601541
Provinsi Jawa Tengah,Kab. Grobogan,PT BPR Wirosari Ijo,600102
Provinsi Jawa Tengah,Kab. Grobogan,PT Bank Perekonomian Rakyat Semeru,600541
Provinsi Jawa Tengah,Kab. Grobogan,PT Bank Perekonomian Rakyat Bank Purwa Artha (Perseroda),601410
Provinsi Jawa Tengah,Kab. Grobogan,PT BPR BKK Purwodadi (Perseroda),601519
Provinsi Jawa Tengah,Kab. Pekalongan,PT Bank Perekonomian Rakyat Sejahtera Artha Sembada,600060
Provinsi Jawa Tengah,Kab. Pekalongan,PT Bank Perekonomian Rakyat BKK Kabupaten Pekalongan (Perseroda),601552
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Bumi Sediaguna,600638
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Bank Tegal (Perseroda),600641
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Nusamba Adiwerna,600645
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Sahabat Tata,600648
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Nusumma Jateng,600650
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Mega Artha Mustika,600762
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Artha Kramat,601388
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Aris Mentari Ayu,601442
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Dhana Adiwerna,601446
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat Arthapuspa Mega,601472
Provinsi Jawa Tengah,Kab. Tegal,PT Bank Perekonomian Rakyat BKK Kabupaten Tegal (Perseroda),601564
Provinsi Jawa Tengah,Kab. Brebes,PT Bank Perekonomian Rakyat BKK Banjarharjo (Perseroda),600540
Provinsi Jawa Tengah,Kab. Brebes,PT Bank Perekonomian Rakyat Bank Brebes (Perseroda),600639
